Gene stable ID	Gene type
FBgn0261632	ncRNA
FBgn0052064	protein_coding
FBgn0032671	protein_coding
FBgn0053665	protein_coding
FBgn0020309	protein_coding
FBgn0031979	protein_coding
FBgn0265649	ncRNA
FBgn0030217	protein_coding
FBgn0267287	ncRNA
FBgn0037530	protein_coding
FBgn0003964	protein_coding
FBgn0031682	protein_coding
FBgn0004592	protein_coding
FBgn0267785	ncRNA
FBgn0030495	protein_coding
FBgn0036085	protein_coding
FBgn0034126	protein_coding
FBgn0035282	protein_coding
FBgn0052438	protein_coding
FBgn0262475	protein_coding
FBgn0262400	pre_miRNA
FBgn0032727	protein_coding
FBgn0017572	protein_coding
FBgn0027601	protein_coding
FBgn0033051	protein_coding
FBgn0051266	protein_coding
FBgn0033904	protein_coding
FBgn0037635	protein_coding
FBgn0025885	protein_coding
FBgn0051848	protein_coding
FBgn0030688	protein_coding
FBgn0266646	ncRNA
FBgn0266211	pseudogene
FBgn0283439	protein_coding
FBgn0267805	ncRNA
FBgn0032805	protein_coding
FBgn0040729	protein_coding
FBgn0263091	pseudogene
FBgn0250786	protein_coding
FBgn0262846	protein_coding
FBgn0050209	tRNA
FBgn0011840	tRNA
FBgn0038980	protein_coding
FBgn0263570	pre_miRNA
FBgn0047038	protein_coding
FBgn0052075	protein_coding
FBgn0262898	ncRNA
FBgn0032414	protein_coding
FBgn0085431	protein_coding
FBgn0033867	protein_coding
FBgn0036624	protein_coding
FBgn0083050	snoRNA
FBgn0033170	protein_coding
FBgn0037092	protein_coding
FBgn0264299	protein_coding
FBgn0032553	protein_coding
FBgn0030359	protein_coding
FBgn0034408	protein_coding
FBgn0029512	protein_coding
FBgn0030846	protein_coding
FBgn0039404	protein_coding
FBgn0037985	protein_coding
FBgn0037008	protein_coding
FBgn0003502	protein_coding
FBgn0010399	protein_coding
FBgn0037222	protein_coding
FBgn0001120	protein_coding
FBgn0259863	ncRNA
FBgn0003655	protein_coding
FBgn0267079	ncRNA
FBgn0036415	protein_coding
FBgn0040071	protein_coding
FBgn0029791	protein_coding
FBgn0052855	protein_coding
FBgn0034817	protein_coding
FBgn0266249	ncRNA
FBgn0024188	protein_coding
FBgn0036102	protein_coding
FBgn0266731	ncRNA
FBgn0033507	protein_coding
FBgn0027562	protein_coding
FBgn0032198	protein_coding
FBgn0025776	protein_coding
FBgn0266687	ncRNA
FBgn0052650	protein_coding
FBgn0265065	ncRNA
FBgn0014396	protein_coding
FBgn0085230	protein_coding
FBgn0266456	protein_coding
FBgn0263747	protein_coding
FBgn0032725	protein_coding
FBgn0263496	ncRNA
FBgn0003375	protein_coding
FBgn0011232	protein_coding
FBgn0031592	protein_coding
FBgn0033033	protein_coding
FBgn0034381	protein_coding
FBgn0028645	protein_coding
FBgn0034312	protein_coding
FBgn0086129	protein_coding
FBgn0005390	protein_coding
FBgn0054039	protein_coding
FBgn0036437	protein_coding
FBgn0032211	protein_coding
FBgn0000114	protein_coding
FBgn0032791	protein_coding
FBgn0028848	protein_coding
FBgn0267608	pseudogene
FBgn0262717	protein_coding
FBgn0010323	protein_coding
FBgn0039838	protein_coding
FBgn0266978	ncRNA
FBgn0266038	ncRNA
FBgn0024945	protein_coding
FBgn0266198	ncRNA
FBgn0036599	protein_coding
FBgn0265691	ncRNA
FBgn0085356	protein_coding
FBgn0025391	protein_coding
FBgn0029662	protein_coding
FBgn0250731	rRNA
FBgn0250867	protein_coding
FBgn0010383	protein_coding
FBgn0036348	protein_coding
FBgn0265143	ncRNA
FBgn0265267	protein_coding
FBgn0034664	protein_coding
FBgn0036136	protein_coding
FBgn0069242	protein_coding
FBgn0283536	protein_coding
FBgn0038837	protein_coding
FBgn0266858	ncRNA
FBgn0053733	ncRNA
FBgn0037238	protein_coding
FBgn0032439	protein_coding
FBgn0015924	protein_coding
FBgn0266725	ncRNA
FBgn0016076	protein_coding
FBgn0265944	ncRNA
FBgn0267725	ncRNA
FBgn0010194	protein_coding
FBgn0266045	ncRNA
FBgn0026149	protein_coding
FBgn0031515	protein_coding
FBgn0031985	protein_coding
FBgn0035575	protein_coding
FBgn0035412	protein_coding
FBgn0262823	protein_coding
FBgn0025608	protein_coding
FBgn0034611	protein_coding
FBgn0030507	protein_coding
FBgn0051810	protein_coding
FBgn0053848	protein_coding
FBgn0028422	protein_coding
FBgn0011592	protein_coding
FBgn0052636	ncRNA
FBgn0030657	protein_coding
FBgn0031449	protein_coding
FBgn0263339	ncRNA
FBgn0035011	protein_coding
FBgn0039821	protein_coding
FBgn0030071	protein_coding
FBgn0030642	protein_coding
FBgn0031361	protein_coding
FBgn0052671	protein_coding
FBgn0036066	protein_coding
FBgn0265626	protein_coding
FBgn0266906	ncRNA
FBgn0035886	protein_coding
FBgn0051718	protein_coding
FBgn0036844	protein_coding
FBgn0039360	protein_coding
FBgn0034472	protein_coding
FBgn0085442	protein_coding
FBgn0263976	ncRNA
FBgn0036705	protein_coding
FBgn0267206	ncRNA
FBgn0026316	protein_coding
FBgn0264359	ncRNA
FBgn0033324	protein_coding
FBgn0010747	protein_coding
FBgn0030617	protein_coding
FBgn0011855	tRNA
FBgn0032372	protein_coding
FBgn0054026	protein_coding
FBgn0085399	protein_coding
FBgn0266354	protein_coding
FBgn0053013	pseudogene
FBgn0031784	protein_coding
FBgn0036004	protein_coding
FBgn0086063	snoRNA
FBgn0034387	protein_coding
FBgn0053269	protein_coding
FBgn0050398	protein_coding
FBgn0053669	protein_coding
FBgn0031896	protein_coding
FBgn0038539	protein_coding
FBgn0265742	ncRNA
FBgn0262057	protein_coding
FBgn0034021	protein_coding
FBgn0038750	protein_coding
FBgn0267308	ncRNA
FBgn0086046	snoRNA
FBgn0052117	protein_coding
FBgn0004652	protein_coding
FBgn0033372	protein_coding
FBgn0085792	pseudogene
FBgn0035661	protein_coding
FBgn0266846	ncRNA
FBgn0267025	ncRNA
FBgn0000625	protein_coding
FBgn0264350	ncRNA
FBgn0035996	protein_coding
FBgn0026076	protein_coding
FBgn0260436	protein_coding
FBgn0265745	ncRNA
FBgn0004403	protein_coding
FBgn0000810	protein_coding
FBgn0036833	protein_coding
FBgn0260812	protein_coding
FBgn0051267	protein_coding
FBgn0053234	protein_coding
FBgn0032082	protein_coding
FBgn0259823	protein_coding
FBgn0263867	ncRNA
FBgn0030319	protein_coding
FBgn0026879	protein_coding
FBgn0031379	protein_coding
FBgn0266389	ncRNA
FBgn0083141	protein_coding
FBgn0032925	protein_coding
FBgn0053658	protein_coding
FBgn0261524	protein_coding
FBgn0033614	protein_coding
FBgn0039805	protein_coding
FBgn0031813	protein_coding
FBgn0262189	pre_miRNA
FBgn0039544	protein_coding
FBgn0086034	snoRNA
FBgn0030607	protein_coding
FBgn0265156	ncRNA
FBgn0023395	protein_coding
FBgn0262021	protein_coding
FBgn0035670	protein_coding
FBgn0052278	protein_coding
FBgn0034743	protein_coding
FBgn0028663	protein_coding
FBgn0027287	protein_coding
FBgn0262806	pseudogene
FBgn0037612	protein_coding
FBgn0013750	protein_coding
FBgn0038330	protein_coding
FBgn0038858	protein_coding
FBgn0267494	pseudogene
FBgn0267876	pseudogene
FBgn0028421	protein_coding
FBgn0031854	protein_coding
FBgn0263504	ncRNA
FBgn0052793	protein_coding
FBgn0038527	protein_coding
FBgn0038125	protein_coding
FBgn0030838	protein_coding
FBgn0039355	protein_coding
FBgn0031995	protein_coding
FBgn0263526	pre_miRNA
FBgn0085771	pseudogene
FBgn0266669	protein_coding
FBgn0023524	protein_coding
FBgn0015520	protein_coding
FBgn0037943	protein_coding
FBgn0265656	ncRNA
FBgn0053897	protein_coding
FBgn0004179	protein_coding
FBgn0267228	ncRNA
FBgn0265805	ncRNA
FBgn0052462	protein_coding
FBgn0035572	protein_coding
FBgn0003513	protein_coding
FBgn0051603	tRNA
FBgn0032847	protein_coding
FBgn0263121	protein_coding
FBgn0265785	protein_coding
FBgn0051494	tRNA
FBgn0266328	ncRNA
FBgn0038485	protein_coding
FBgn0030090	protein_coding
FBgn0035267	protein_coding
FBgn0029733	protein_coding
FBgn0260463	protein_coding
FBgn0054047	ncRNA
FBgn0265857	ncRNA
FBgn0038161	protein_coding
FBgn0066101	protein_coding
FBgn0086659	snoRNA
FBgn0085804	pseudogene
FBgn0262356	protein_coding
FBgn0034253	protein_coding
FBgn0264269	ncRNA
FBgn0262837	protein_coding
FBgn0034768	protein_coding
FBgn0053290	protein_coding
FBgn0005664	protein_coding
FBgn0019624	protein_coding
FBgn0027535	protein_coding
FBgn0037206	protein_coding
FBgn0038631	protein_coding
FBgn0003374	protein_coding
FBgn0259858	ncRNA
FBgn0011935	tRNA
FBgn0052226	protein_coding
FBgn0053365	rRNA
FBgn0051676	protein_coding
FBgn0033158	protein_coding
FBgn0011603	protein_coding
FBgn0264261	ncRNA
FBgn0265367	ncRNA
FBgn0052652	ncRNA
FBgn0051870	protein_coding
FBgn0264879	ncRNA
FBgn0015222	protein_coding
FBgn0036179	protein_coding
FBgn0034904	protein_coding
FBgn0266634	ncRNA
FBgn0262574	protein_coding
FBgn0030938	protein_coding
FBgn0035933	protein_coding
FBgn0034742	protein_coding
FBgn0038428	protein_coding
FBgn0032456	protein_coding
FBgn0000442	protein_coding
FBgn0086032	snoRNA
FBgn0004924	protein_coding
FBgn0031877	protein_coding
FBgn0284235	protein_coding
FBgn0267787	ncRNA
FBgn0263500	ncRNA
FBgn0040798	protein_coding
FBgn0033701	protein_coding
FBgn0052945	protein_coding
FBgn0031471	protein_coding
FBgn0039883	protein_coding
FBgn0029971	protein_coding
FBgn0040377	protein_coding
FBgn0260482	protein_coding
FBgn0034128	protein_coding
FBgn0027291	protein_coding
FBgn0038156	protein_coding
FBgn0002778	protein_coding
FBgn0259977	protein_coding
FBgn0035426	protein_coding
FBgn0024909	protein_coding
FBgn0265836	protein_coding
FBgn0038789	protein_coding
FBgn0034139	protein_coding
FBgn0039965	protein_coding
FBgn0086681	protein_coding
FBgn0035026	protein_coding
FBgn0017545	protein_coding
FBgn0033442	protein_coding
FBgn0029947	protein_coding
FBgn0038279	protein_coding
FBgn0267652	protein_coding
FBgn0034219	protein_coding
FBgn0265633	ncRNA
FBgn0085232	protein_coding
FBgn0037325	protein_coding
FBgn0027101	protein_coding
FBgn0262517	protein_coding
FBgn0031304	protein_coding
FBgn0262416	pre_miRNA
FBgn0035766	protein_coding
FBgn0031724	protein_coding
FBgn0261437	protein_coding
FBgn0003091	protein_coding
FBgn0014931	protein_coding
FBgn0267663	ncRNA
FBgn0030824	protein_coding
FBgn0035010	protein_coding
FBgn0037657	protein_coding
FBgn0033149	protein_coding
FBgn0036775	protein_coding
FBgn0030377	protein_coding
FBgn0038595	protein_coding
FBgn0050391	protein_coding
FBgn0026056	protein_coding
FBgn0267173	ncRNA
FBgn0036279	protein_coding
FBgn0031285	protein_coding
FBgn0267553	ncRNA
FBgn0010114	protein_coding
FBgn0035742	protein_coding
FBgn0053731	ncRNA
FBgn0023167	protein_coding
FBgn0039519	protein_coding
FBgn0025800	protein_coding
FBgn0086023	snoRNA
FBgn0039396	protein_coding
FBgn0026162	tRNA
FBgn0267528	ncRNA
FBgn0264271	ncRNA
FBgn0262430	pre_miRNA
FBgn0035865	protein_coding
FBgn0035533	protein_coding
FBgn0259717	protein_coding
FBgn0040734	protein_coding
FBgn0053506	protein_coding
FBgn0267254	protein_coding
FBgn0051909	protein_coding
FBgn0266782	ncRNA
FBgn0004391	protein_coding
FBgn0000166	protein_coding
FBgn0086917	protein_coding
FBgn0038798	protein_coding
FBgn0085421	protein_coding
FBgn0032293	protein_coding
FBgn0039690	protein_coding
FBgn0039718	protein_coding
FBgn0034776	protein_coding
FBgn0039799	protein_coding
FBgn0045474	protein_coding
FBgn0038057	protein_coding
FBgn0267055	pseudogene
FBgn0034290	protein_coding
FBgn0037884	protein_coding
FBgn0086025	snoRNA
FBgn0085313	protein_coding
FBgn0033623	protein_coding
FBgn0028525	protein_coding
FBgn0262878	protein_coding
FBgn0019932	protein_coding
FBgn0266631	ncRNA
FBgn0264605	protein_coding
FBgn0031446	protein_coding
FBgn0036590	protein_coding
FBgn0016061	protein_coding
FBgn0035867	protein_coding
FBgn0013762	protein_coding
FBgn0265766	ncRNA
FBgn0283666	protein_coding
FBgn0260434	protein_coding
FBgn0262112	protein_coding
FBgn0040333	protein_coding
FBgn0085320	protein_coding
FBgn0052279	protein_coding
FBgn0033042	protein_coding
FBgn0262297	pre_miRNA
FBgn0034031	protein_coding
FBgn0050045	protein_coding
FBgn0011963	tRNA
FBgn0002945	protein_coding
FBgn0267067	ncRNA
FBgn0051272	protein_coding
FBgn0265068	ncRNA
FBgn0053398	rRNA
FBgn0039258	protein_coding
FBgn0038266	protein_coding
FBgn0028911	tRNA
FBgn0085326	protein_coding
FBgn0010431	protein_coding
FBgn0040816	protein_coding
FBgn0051445	protein_coding
FBgn0033644	protein_coding
FBgn0053412	rRNA
FBgn0265640	ncRNA
FBgn0033980	protein_coding
FBgn0012011	tRNA
FBgn0038869	protein_coding
FBgn0266729	ncRNA
FBgn0005561	protein_coding
FBgn0260002	snoRNA
FBgn0034689	protein_coding
FBgn0267056	ncRNA
FBgn0033868	protein_coding
FBgn0266797	ncRNA
FBgn0267798	ncRNA
FBgn0000163	protein_coding
FBgn0037028	protein_coding
FBgn0053442	rRNA
FBgn0040324	protein_coding
FBgn0038484	protein_coding
FBgn0053497	protein_coding
FBgn0034350	protein_coding
FBgn0029529	protein_coding
FBgn0286004	pre_miRNA
FBgn0267398	protein_coding
FBgn0034292	protein_coding
FBgn0266773	ncRNA
FBgn0039663	protein_coding
FBgn0260870	protein_coding
FBgn0002985	protein_coding
FBgn0038148	protein_coding
FBgn0029765	protein_coding
FBgn0028856	protein_coding
FBgn0262899	protein_coding
FBgn0260027	protein_coding
FBgn0003884	protein_coding
FBgn0032059	protein_coding
FBgn0028479	protein_coding
FBgn0051133	protein_coding
FBgn0267926	ncRNA
FBgn0266709	protein_coding
FBgn0260658	protein_coding
FBgn0032195	protein_coding
FBgn0263487	snoRNA
FBgn0259726	protein_coding
FBgn0039237	protein_coding
FBgn0033443	protein_coding
FBgn0266261	protein_coding
FBgn0085306	protein_coding
FBgn0264542	protein_coding
FBgn0025571	protein_coding
FBgn0259992	protein_coding
FBgn0054002	protein_coding
FBgn0259201	protein_coding
FBgn0052484	protein_coding
FBgn0033556	protein_coding
FBgn0035513	protein_coding
FBgn0033544	protein_coding
FBgn0051070	tRNA
FBgn0003227	protein_coding
FBgn0032551	protein_coding
FBgn0285970	protein_coding
FBgn0038938	protein_coding
FBgn0265629	protein_coding
FBgn0036947	protein_coding
FBgn0264336	ncRNA
FBgn0036032	protein_coding
FBgn0037456	protein_coding
FBgn0263414	ncRNA
FBgn0001134	protein_coding
FBgn0000182	protein_coding
FBgn0041150	protein_coding
FBgn0065094	ncRNA
FBgn0022344	protein_coding
FBgn0039876	protein_coding
FBgn0037616	protein_coding
FBgn0265915	ncRNA
FBgn0050356	protein_coding
FBgn0043577	protein_coding
FBgn0034479	protein_coding
FBgn0036118	protein_coding
FBgn0036183	protein_coding
FBgn0014023	protein_coding
FBgn0002441	protein_coding
FBgn0038546	protein_coding
FBgn0038149	protein_coding
FBgn0264296	protein_coding
FBgn0265891	ncRNA
FBgn0000541	protein_coding
FBgn0052103	protein_coding
FBgn0037916	protein_coding
FBgn0262593	protein_coding
FBgn0267755	ncRNA
FBgn0015575	protein_coding
FBgn0266033	ncRNA
FBgn0010303	protein_coding
FBgn0053767	protein_coding
FBgn0037643	protein_coding
FBgn0263740	protein_coding
FBgn0001308	protein_coding
FBgn0266172	protein_coding
FBgn0053552	protein_coding
FBgn0027335	protein_coding
FBgn0035228	protein_coding
FBgn0038578	protein_coding
FBgn0034786	protein_coding
FBgn0265089	protein_coding
FBgn0262547	protein_coding
FBgn0052296	protein_coding
FBgn0267114	ncRNA
FBgn0033605	protein_coding
FBgn0032420	protein_coding
FBgn0034729	protein_coding
FBgn0038974	protein_coding
FBgn0036439	protein_coding
FBgn0002284	protein_coding
FBgn0035667	protein_coding
FBgn0040384	protein_coding
FBgn0025814	protein_coding
FBgn0050409	pseudogene
FBgn0053060	protein_coding
FBgn0039145	protein_coding
FBgn0032299	protein_coding
FBgn0264677	ncRNA
FBgn0041579	protein_coding
FBgn0030391	protein_coding
FBgn0053470	protein_coding
FBgn0039049	protein_coding
FBgn0264912	ncRNA
FBgn0265545	ncRNA
FBgn0033226	protein_coding
FBgn0259108	protein_coding
FBgn0013703	tRNA
FBgn0035520	protein_coding
FBgn0036566	protein_coding
FBgn0015577	protein_coding
FBgn0051634	protein_coding
FBgn0267161	ncRNA
FBgn0031435	protein_coding
FBgn0031996	protein_coding
FBgn0017579	protein_coding
FBgn0265276	protein_coding
FBgn0260933	protein_coding
FBgn0264946	ncRNA
FBgn0033145	protein_coding
FBgn0264544	protein_coding
FBgn0037625	protein_coding
FBgn0260458	protein_coding
FBgn0039774	protein_coding
FBgn0030816	protein_coding
FBgn0250831	protein_coding
FBgn0038262	protein_coding
FBgn0036621	protein_coding
FBgn0033482	protein_coding
FBgn0051204	protein_coding
FBgn0037250	protein_coding
FBgn0032639	protein_coding
FBgn0028683	protein_coding
FBgn0033209	protein_coding
FBgn0037792	protein_coding
FBgn0037146	protein_coding
FBgn0036690	protein_coding
FBgn0051104	protein_coding
FBgn0030055	protein_coding
FBgn0031504	protein_coding
FBgn0030073	protein_coding
FBgn0027556	protein_coding
FBgn0034489	protein_coding
FBgn0034515	protein_coding
FBgn0051342	protein_coding
FBgn0265905	ncRNA
FBgn0046692	protein_coding
FBgn0052266	protein_coding
FBgn0266738	ncRNA
FBgn0003896	protein_coding
FBgn0265549	ncRNA
FBgn0002562	protein_coding
FBgn0037554	protein_coding
FBgn0053410	rRNA
FBgn0037170	protein_coding
FBgn0028538	protein_coding
FBgn0083044	snoRNA
FBgn0083963	protein_coding
FBgn0033519	protein_coding
FBgn0266595	ncRNA
FBgn0035811	protein_coding
FBgn0052649	protein_coding
FBgn0037917	protein_coding
FBgn0264725	protein_coding
FBgn0051233	protein_coding
FBgn0023514	protein_coding
FBgn0260437	pseudogene
FBgn0263499	ncRNA
FBgn0035735	protein_coding
FBgn0032474	protein_coding
FBgn0261477	protein_coding
FBgn0052767	protein_coding
FBgn0038234	protein_coding
FBgn0031768	protein_coding
FBgn0267776	ncRNA
FBgn0038746	protein_coding
FBgn0029514	protein_coding
FBgn0036005	protein_coding
FBgn0052068	protein_coding
FBgn0031693	protein_coding
FBgn0034325	protein_coding
FBgn0262812	protein_coding
FBgn0034758	protein_coding
FBgn0052786	protein_coding
FBgn0051928	protein_coding
FBgn0050418	protein_coding
FBgn0262889	protein_coding
FBgn0053499	protein_coding
FBgn0002709	protein_coding
FBgn0267819	ncRNA
FBgn0086446	protein_coding
FBgn0267495	ncRNA
FBgn0050495	protein_coding
FBgn0053373	rRNA
FBgn0040609	protein_coding
FBgn0266707	ncRNA
FBgn0036584	protein_coding
FBgn0030398	protein_coding
FBgn0030200	protein_coding
FBgn0038106	protein_coding
FBgn0264291	protein_coding
FBgn0267285	ncRNA
FBgn0027504	protein_coding
FBgn0036889	protein_coding
FBgn0038084	protein_coding
FBgn0034255	protein_coding
FBgn0038565	protein_coding
FBgn0263980	protein_coding
FBgn0261989	protein_coding
FBgn0265675	ncRNA
FBgn0053155	protein_coding
FBgn0040078	protein_coding
FBgn0033236	protein_coding
FBgn0053189	protein_coding
FBgn0016797	protein_coding
FBgn0262945	ncRNA
FBgn0052329	tRNA
FBgn0002891	protein_coding
FBgn0265081	ncRNA
FBgn0082939	snoRNA
FBgn0005632	protein_coding
FBgn0051560	protein_coding
FBgn0263444	ncRNA
FBgn0264948	ncRNA
FBgn0040079	protein_coding
FBgn0015799	protein_coding
FBgn0267456	ncRNA
FBgn0038581	protein_coding
FBgn0034756	protein_coding
FBgn0083946	protein_coding
FBgn0266139	ncRNA
FBgn0083055	snoRNA
FBgn0042186	protein_coding
FBgn0031228	protein_coding
FBgn0265499	ncRNA
FBgn0065055	snoRNA
FBgn0010417	protein_coding
FBgn0014037	protein_coding
FBgn0032339	protein_coding
FBgn0037502	protein_coding
FBgn0038173	protein_coding
FBgn0035526	protein_coding
FBgn0030433	protein_coding
FBgn0265767	protein_coding
FBgn0038092	protein_coding
FBgn0034893	protein_coding
FBgn0004192	snRNA
FBgn0033890	protein_coding
FBgn0053213	protein_coding
FBgn0037351	protein_coding
FBgn0000490	protein_coding
FBgn0037873	protein_coding
FBgn0029965	protein_coding
FBgn0034774	protein_coding
FBgn0264834	ncRNA
FBgn0262839	protein_coding
FBgn0031194	protein_coding
FBgn0083024	snoRNA
FBgn0262187	pre_miRNA
FBgn0031441	protein_coding
FBgn0085219	protein_coding
FBgn0004507	protein_coding
FBgn0034759	protein_coding
FBgn0082963	snoRNA
FBgn0032314	protein_coding
FBgn0029830	protein_coding
FBgn0039945	protein_coding
FBgn0028377	protein_coding
FBgn0082941	snoRNA
FBgn0038251	protein_coding
FBgn0051313	protein_coding
FBgn0036654	protein_coding
FBgn0267779	ncRNA
FBgn0034009	protein_coding
FBgn0267985	ncRNA
FBgn0033884	protein_coding
FBgn0015336	protein_coding
FBgn0003345	protein_coding
FBgn0265744	ncRNA
FBgn0264872	ncRNA
FBgn0285925	protein_coding
FBgn0039441	protein_coding
FBgn0033540	protein_coding
FBgn0266574	tRNA
FBgn0032891	protein_coding
FBgn0031495	protein_coding
FBgn0264376	ncRNA
FBgn0259990	protein_coding
FBgn0037956	protein_coding
FBgn0266457	ncRNA
FBgn0032488	protein_coding
FBgn0035097	protein_coding
FBgn0033574	protein_coding
FBgn0030805	protein_coding
FBgn0265382	ncRNA
FBgn0030183	protein_coding
FBgn0051229	protein_coding
FBgn0002789	protein_coding
FBgn0052803	protein_coding
FBgn0035756	protein_coding
FBgn0036603	protein_coding
FBgn0053503	protein_coding
FBgn0261808	protein_coding
FBgn0039669	protein_coding
FBgn0263081	protein_coding
FBgn0029899	protein_coding
FBgn0052287	tRNA
FBgn0029754	protein_coding
FBgn0040076	protein_coding
FBgn0036038	protein_coding
FBgn0000017	protein_coding
FBgn0262454	pre_miRNA
FBgn0085791	pseudogene
FBgn0033911	protein_coding
FBgn0263076	protein_coding
FBgn0259223	protein_coding
FBgn0038846	protein_coding
FBgn0264437	ncRNA
FBgn0032345	protein_coding
FBgn0035697	protein_coding
FBgn0267535	ncRNA
FBgn0003714	protein_coding
FBgn0030629	protein_coding
FBgn0033971	protein_coding
FBgn0034958	protein_coding
FBgn0052072	protein_coding
FBgn0010352	protein_coding
FBgn0039343	protein_coding
FBgn0040385	protein_coding
FBgn0086266	protein_coding
FBgn0263612	ncRNA
FBgn0033958	protein_coding
FBgn0038273	protein_coding
FBgn0036906	protein_coding
FBgn0263037	protein_coding
FBgn0013710	tRNA
FBgn0036777	protein_coding
FBgn0265657	ncRNA
FBgn0038957	protein_coding
FBgn0041342	protein_coding
FBgn0031808	protein_coding
FBgn0020546	ncRNA
FBgn0053358	rRNA
FBgn0267347	protein_coding
FBgn0267572	ncRNA
FBgn0004516	protein_coding
FBgn0266681	ncRNA
FBgn0085582	ncRNA
FBgn0266436	protein_coding
FBgn0086041	snoRNA
FBgn0267543	ncRNA
FBgn0034876	protein_coding
FBgn0032839	protein_coding
FBgn0023178	protein_coding
FBgn0029588	protein_coding
FBgn0034485	protein_coding
FBgn0034296	protein_coding
FBgn0259860	ncRNA
FBgn0034753	protein_coding
FBgn0265939	ncRNA
FBgn0039312	protein_coding
FBgn0029084	protein_coding
FBgn0003447	protein_coding
FBgn0028481	protein_coding
FBgn0033212	protein_coding
FBgn0053429	rRNA
FBgn0265587	ncRNA
FBgn0041174	protein_coding
FBgn0053339	protein_coding
FBgn0001967	protein_coding
FBgn0028379	protein_coding
FBgn0034605	protein_coding
FBgn0015519	protein_coding
FBgn0005624	protein_coding
FBgn0052285	tRNA
FBgn0051709	protein_coding
FBgn0067628	protein_coding
FBgn0262194	pre_miRNA
FBgn0038912	protein_coding
FBgn0030479	protein_coding
FBgn0052817	protein_coding
FBgn0029859	protein_coding
FBgn0003068	protein_coding
FBgn0000477	protein_coding
FBgn0003382	protein_coding
FBgn0265548	ncRNA
FBgn0264989	protein_coding
FBgn0015351	protein_coding
FBgn0266690	ncRNA
FBgn0039908	protein_coding
FBgn0262543	ncRNA
FBgn0037937	protein_coding
FBgn0053735	ncRNA
FBgn0265529	ncRNA
FBgn0035649	protein_coding
FBgn0083976	protein_coding
FBgn0085199	protein_coding
FBgn0030918	protein_coding
FBgn0039642	protein_coding
FBgn0011638	protein_coding
FBgn0051960	protein_coding
FBgn0262515	protein_coding
FBgn0266573	tRNA
FBgn0010434	protein_coding
FBgn0038097	protein_coding
FBgn0260871	protein_coding
FBgn0003117	protein_coding
FBgn0033994	protein_coding
FBgn0063261	protein_coding
FBgn0037396	protein_coding
FBgn0267965	ncRNA
FBgn0029154	protein_coding
FBgn0013676	protein_coding
FBgn0262613	protein_coding
FBgn0261638	ncRNA
FBgn0032116	protein_coding
FBgn0265596	ncRNA
FBgn0034265	protein_coding
FBgn0266491	protein_coding
FBgn0283638	pre_miRNA
FBgn0267088	ncRNA
FBgn0053281	protein_coding
FBgn0032449	protein_coding
FBgn0266212	ncRNA
FBgn0285958	protein_coding
FBgn0263556	pre_miRNA
FBgn0263655	protein_coding
FBgn0030671	protein_coding
FBgn0030663	protein_coding
FBgn0050029	pseudogene
FBgn0032746	protein_coding
FBgn0036328	protein_coding
FBgn0262476	protein_coding
FBgn0029977	protein_coding
FBgn0030005	protein_coding
FBgn0030350	protein_coding
FBgn0051244	protein_coding
FBgn0266437	protein_coding
FBgn0036467	protein_coding
FBgn0265704	ncRNA
FBgn0266839	ncRNA
FBgn0263004	protein_coding
FBgn0266915	ncRNA
FBgn0032029	protein_coding
FBgn0033924	protein_coding
FBgn0000358	protein_coding
FBgn0030037	protein_coding
FBgn0030555	protein_coding
FBgn0260639	protein_coding
FBgn0286007	pre_miRNA
FBgn0038319	protein_coding
FBgn0038327	protein_coding
FBgn0037696	protein_coding
FBgn0031187	protein_coding
FBgn0263271	protein_coding
FBgn0266776	ncRNA
FBgn0261113	protein_coding
FBgn0085208	protein_coding
FBgn0267209	ncRNA
FBgn0046222	protein_coding
FBgn0265731	ncRNA
FBgn0050049	protein_coding
FBgn0085430	protein_coding
FBgn0035392	protein_coding
FBgn0267046	protein_coding
FBgn0028838	protein_coding
FBgn0023542	protein_coding
FBgn0266041	ncRNA
FBgn0032421	protein_coding
FBgn0266688	ncRNA
FBgn0036057	protein_coding
FBgn0039280	protein_coding
FBgn0261804	protein_coding
FBgn0035438	protein_coding
FBgn0001321	protein_coding
FBgn0011559	protein_coding
FBgn0038423	protein_coding
FBgn0267277	ncRNA
FBgn0020644	protein_coding
FBgn0036568	protein_coding
FBgn0037655	protein_coding
FBgn0003249	protein_coding
FBgn0016031	protein_coding
FBgn0030597	protein_coding
FBgn0058068	pseudogene
FBgn0004594	protein_coding
FBgn0033943	protein_coding
FBgn0031782	protein_coding
FBgn0000639	protein_coding
FBgn0262614	protein_coding
FBgn0266010	ncRNA
FBgn0051333	tRNA
FBgn0035858	protein_coding
FBgn0052437	protein_coding
FBgn0261807	protein_coding
FBgn0035768	protein_coding
FBgn0260955	protein_coding
FBgn0052576	protein_coding
FBgn0260657	protein_coding
FBgn0050480	protein_coding
FBgn0030871	protein_coding
FBgn0267662	ncRNA
FBgn0031006	protein_coding
FBgn0267539	ncRNA
FBgn0039207	protein_coding
FBgn0030992	protein_coding
FBgn0267051	pseudogene
FBgn0051164	protein_coding
FBgn0001297	protein_coding
FBgn0051030	protein_coding
FBgn0010382	protein_coding
FBgn0036062	protein_coding
FBgn0038498	protein_coding
FBgn0030998	protein_coding
