Gene stable ID	Gene type
FBgn0000139	protein_coding
FBgn0033010	protein_coding
FBgn0267724	ncRNA
FBgn0024994	protein_coding
FBgn0037202	protein_coding
FBgn0050011	protein_coding
FBgn0036640	protein_coding
FBgn0086604	protein_coding
FBgn0042111	protein_coding
FBgn0029508	protein_coding
FBgn0032603	protein_coding
FBgn0051102	protein_coding
FBgn0267194	ncRNA
FBgn0039852	protein_coding
FBgn0039015	protein_coding
FBgn0022935	protein_coding
FBgn0035928	protein_coding
FBgn0032175	protein_coding
FBgn0033527	protein_coding
FBgn0037231	protein_coding
FBgn0032694	protein_coding
FBgn0053240	protein_coding
FBgn0016974	pseudogene
FBgn0036686	protein_coding
FBgn0037683	protein_coding
FBgn0085753	pseudogene
FBgn0053460	protein_coding
FBgn0267229	ncRNA
FBgn0035198	protein_coding
FBgn0040904	protein_coding
FBgn0028693	protein_coding
FBgn0030034	protein_coding
FBgn0040984	protein_coding
FBgn0040251	protein_coding
FBgn0040814	protein_coding
FBgn0032139	protein_coding
FBgn0035831	protein_coding
FBgn0025352	protein_coding
FBgn0261108	protein_coding
FBgn0261842	protein_coding
FBgn0039203	protein_coding
FBgn0265858	ncRNA
FBgn0029800	protein_coding
FBgn0261109	protein_coding
FBgn0039407	protein_coding
FBgn0033649	protein_coding
FBgn0085277	protein_coding
FBgn0266098	protein_coding
FBgn0031195	protein_coding
FBgn0040491	protein_coding
FBgn0263472	snoRNA
FBgn0053727	ncRNA
FBgn0266042	ncRNA
FBgn0035945	protein_coding
FBgn0267706	ncRNA
FBgn0050000	protein_coding
FBgn0264679	ncRNA
FBgn0003512	protein_coding
FBgn0036474	protein_coding
FBgn0012027	tRNA
FBgn0267111	ncRNA
FBgn0263409	ncRNA
FBgn0021895	protein_coding
FBgn0038683	protein_coding
FBgn0266318	ncRNA
FBgn0036402	protein_coding
FBgn0051041	protein_coding
FBgn0265945	ncRNA
FBgn0085475	protein_coding
FBgn0266891	ncRNA
FBgn0266745	protein_coding
FBgn0036767	protein_coding
FBgn0023416	protein_coding
FBgn0264295	protein_coding
FBgn0266929	ncRNA
FBgn0267888	pseudogene
FBgn0010750	protein_coding
FBgn0086661	snoRNA
FBgn0038585	protein_coding
FBgn0267159	ncRNA
FBgn0051697	protein_coding
FBgn0030327	protein_coding
FBgn0045800	ncRNA
FBgn0033523	protein_coding
FBgn0083048	snoRNA
FBgn0264822	ncRNA
FBgn0039568	protein_coding
FBgn0030676	protein_coding
FBgn0026397	protein_coding
FBgn0038613	protein_coding
FBgn0035461	protein_coding
FBgn0033327	protein_coding
FBgn0283435	pseudogene
FBgn0028484	protein_coding
FBgn0033984	protein_coding
FBgn0025678	protein_coding
FBgn0265342	protein_coding
FBgn0266035	ncRNA
FBgn0261522	ncRNA
FBgn0051700	pseudogene
FBgn0035092	protein_coding
FBgn0036875	protein_coding
FBgn0052482	tRNA
FBgn0004512	protein_coding
FBgn0030680	protein_coding
FBgn0033929	protein_coding
FBgn0264377	protein_coding
FBgn0038465	protein_coding
FBgn0050239	tRNA
FBgn0263038	protein_coding
FBgn0038355	protein_coding
FBgn0037483	protein_coding
FBgn0266245	ncRNA
FBgn0010316	protein_coding
FBgn0039319	protein_coding
FBgn0003748	protein_coding
FBgn0036010	protein_coding
FBgn0082924	snoRNA
FBgn0265660	ncRNA
FBgn0036762	protein_coding
FBgn0032193	protein_coding
FBgn0039309	protein_coding
FBgn0027111	protein_coding
FBgn0038065	protein_coding
FBgn0259202	protein_coding
FBgn0028692	protein_coding
FBgn0264380	ncRNA
FBgn0267166	ncRNA
FBgn0032843	protein_coding
FBgn0001970	protein_coding
FBgn0052453	protein_coding
FBgn0063368	protein_coding
FBgn0039734	protein_coding
FBgn0037816	protein_coding
FBgn0036783	protein_coding
FBgn0264089	protein_coding
FBgn0053845	protein_coding
FBgn0014340	protein_coding
FBgn0038627	protein_coding
FBgn0036897	protein_coding
FBgn0265063	protein_coding
FBgn0052359	tRNA
FBgn0020248	protein_coding
FBgn0033413	protein_coding
FBgn0034859	protein_coding
FBgn0265727	ncRNA
FBgn0015553	protein_coding
FBgn0038862	protein_coding
FBgn0266744	ncRNA
FBgn0036830	protein_coding
FBgn0035708	protein_coding
FBgn0033459	protein_coding
FBgn0039094	protein_coding
FBgn0052305	protein_coding
FBgn0036480	protein_coding
FBgn0003863	protein_coding
FBgn0086253	protein_coding
FBgn0266359	ncRNA
FBgn0053393	rRNA
FBgn0039112	protein_coding
FBgn0028375	protein_coding
FBgn0000524	protein_coding
FBgn0028494	protein_coding
FBgn0267582	ncRNA
FBgn0039869	protein_coding
FBgn0030052	protein_coding
FBgn0002638	protein_coding
FBgn0061360	protein_coding
FBgn0263845	ncRNA
FBgn0005596	protein_coding
FBgn0033429	protein_coding
FBgn0263257	protein_coding
FBgn0031059	protein_coding
FBgn0034011	protein_coding
FBgn0037433	protein_coding
FBgn0030915	protein_coding
FBgn0034647	protein_coding
FBgn0035725	protein_coding
FBgn0053818	protein_coding
FBgn0266758	protein_coding
FBgn0038198	protein_coding
FBgn0260399	protein_coding
FBgn0025394	protein_coding
FBgn0030578	protein_coding
FBgn0032769	protein_coding
FBgn0000405	protein_coding
FBgn0029822	protein_coding
FBgn0086355	protein_coding
FBgn0029853	protein_coding
FBgn0261800	protein_coding
FBgn0035951	protein_coding
FBgn0011335	protein_coding
FBgn0031036	protein_coding
FBgn0040993	protein_coding
FBgn0265924	ncRNA
FBgn0266732	ncRNA
FBgn0083022	snoRNA
FBgn0045073	protein_coding
FBgn0029824	protein_coding
FBgn0037315	protein_coding
FBgn0034733	protein_coding
FBgn0004919	protein_coding
FBgn0266851	ncRNA
FBgn0259936	ncRNA
FBgn0053490	protein_coding
FBgn0262111	protein_coding
FBgn0038950	protein_coding
FBgn0085308	protein_coding
FBgn0266094	ncRNA
FBgn0267400	ncRNA
FBgn0265605	protein_coding
FBgn0000382	protein_coding
FBgn0013689	tRNA
FBgn0086519	protein_coding
FBgn0014076	protein_coding
FBgn0033191	protein_coding
FBgn0267508	pseudogene
FBgn0038603	protein_coding
FBgn0028418	protein_coding
FBgn0053341	protein_coding
FBgn0036176	protein_coding
FBgn0039006	protein_coding
FBgn0033845	protein_coding
FBgn0000578	protein_coding
FBgn0050378	protein_coding
FBgn0031018	protein_coding
FBgn0026384	protein_coding
FBgn0266026	ncRNA
FBgn0265375	ncRNA
FBgn0032871	protein_coding
FBgn0031093	protein_coding
FBgn0265429	protein_coding
FBgn0261787	protein_coding
FBgn0033550	protein_coding
FBgn0052011	pseudogene
FBgn0037384	protein_coding
FBgn0004185	snRNA
FBgn0038032	protein_coding
FBgn0082983	snoRNA
FBgn0259716	protein_coding
FBgn0010228	protein_coding
FBgn0033130	protein_coding
FBgn0028894	protein_coding
FBgn0036195	protein_coding
FBgn0025456	protein_coding
FBgn0053293	protein_coding
FBgn0266982	ncRNA
FBgn0263027	protein_coding
FBgn0030582	protein_coding
FBgn0264875	ncRNA
FBgn0041336	pseudogene
FBgn0051602	tRNA
FBgn0037978	protein_coding
FBgn0004687	protein_coding
FBgn0002633	protein_coding
FBgn0032291	protein_coding
FBgn0003890	protein_coding
FBgn0034688	protein_coding
FBgn0052758	protein_coding
FBgn0265761	ncRNA
FBgn0033515	protein_coding
FBgn0259923	protein_coding
FBgn0052224	ncRNA
FBgn0026060	protein_coding
FBgn0262598	protein_coding
FBgn0004896	protein_coding
FBgn0034467	protein_coding
FBgn0014127	protein_coding
FBgn0264714	protein_coding
FBgn0259737	protein_coding
FBgn0035686	protein_coding
FBgn0038070	protein_coding
FBgn0035227	protein_coding
FBgn0037179	protein_coding
FBgn0033453	protein_coding
FBgn0052463	protein_coding
FBgn0000617	protein_coding
FBgn0013694	tRNA
FBgn0037186	protein_coding
FBgn0030098	protein_coding
FBgn0265641	ncRNA
FBgn0032485	protein_coding
FBgn0266622	ncRNA
FBgn0029688	protein_coding
FBgn0031407	protein_coding
FBgn0012058	protein_coding
FBgn0263764	ncRNA
FBgn0050489	protein_coding
FBgn0086024	snoRNA
FBgn0051898	protein_coding
FBgn0010053	protein_coding
FBgn0052713	protein_coding
FBgn0040607	protein_coding
FBgn0034659	protein_coding
FBgn0053526	protein_coding
FBgn0039566	protein_coding
FBgn0034897	protein_coding
FBgn0259214	protein_coding
FBgn0037398	protein_coding
FBgn0266084	protein_coding
FBgn0039029	protein_coding
FBgn0265140	protein_coding
FBgn0082957	snoRNA
FBgn0033742	protein_coding
FBgn0035952	protein_coding
FBgn0030958	pseudogene
FBgn0085191	protein_coding
FBgn0033048	protein_coding
FBgn0015230	protein_coding
FBgn0000158	protein_coding
FBgn0050366	protein_coding
FBgn0004607	protein_coding
FBgn0032965	protein_coding
FBgn0011971	tRNA
FBgn0010905	protein_coding
FBgn0004103	protein_coding
FBgn0039124	protein_coding
FBgn0032350	protein_coding
FBgn0030854	protein_coding
FBgn0036321	protein_coding
FBgn0264445	ncRNA
FBgn0034703	protein_coding
FBgn0011726	protein_coding
FBgn0084049	pseudogene
FBgn0027589	protein_coding
FBgn0034202	protein_coding
FBgn0011695	protein_coding
FBgn0035436	protein_coding
FBgn0267131	ncRNA
FBgn0033448	protein_coding
FBgn0038020	protein_coding
FBgn0086670	snoRNA
FBgn0032857	protein_coding
FBgn0085481	protein_coding
FBgn0053498	pseudogene
FBgn0265535	protein_coding
FBgn0011279	protein_coding
FBgn0266935	ncRNA
FBgn0263083	protein_coding
FBgn0039259	protein_coding
FBgn0022943	protein_coding
FBgn0036329	protein_coding
FBgn0039726	protein_coding
FBgn0034137	protein_coding
FBgn0038052	protein_coding
FBgn0035237	protein_coding
FBgn0261523	protein_coding
FBgn0038043	protein_coding
FBgn0053919	protein_coding
FBgn0035473	protein_coding
FBgn0023540	protein_coding
FBgn0038720	protein_coding
FBgn0250836	protein_coding
FBgn0037223	pseudogene
FBgn0036629	protein_coding
FBgn0028707	protein_coding
FBgn0085412	protein_coding
FBgn0267168	ncRNA
FBgn0003965	protein_coding
FBgn0038134	protein_coding
FBgn0265758	ncRNA
FBgn0030853	protein_coding
FBgn0051075	protein_coding
FBgn0051522	protein_coding
FBgn0034165	protein_coding
FBgn0014019	protein_coding
FBgn0034796	protein_coding
FBgn0266382	ncRNA
FBgn0083030	snoRNA
FBgn0004552	protein_coding
FBgn0053255	pseudogene
FBgn0037125	protein_coding
FBgn0046214	protein_coding
FBgn0032153	protein_coding
FBgn0037360	protein_coding
FBgn0038166	protein_coding
FBgn0035715	protein_coding
FBgn0260995	protein_coding
FBgn0033789	protein_coding
FBgn0038642	protein_coding
FBgn0046297	ncRNA
FBgn0037129	protein_coding
FBgn0263603	protein_coding
FBgn0003495	protein_coding
FBgn0262858	protein_coding
FBgn0032024	protein_coding
FBgn0037227	protein_coding
FBgn0030634	protein_coding
FBgn0033285	protein_coding
FBgn0051206	protein_coding
FBgn0051618	protein_coding
FBgn0039751	protein_coding
FBgn0034715	protein_coding
FBgn0263002	pseudogene
FBgn0264616	ncRNA
FBgn0034570	protein_coding
FBgn0033471	protein_coding
FBgn0038598	protein_coding
FBgn0053424	rRNA
FBgn0011883	tRNA
FBgn0261588	protein_coding
FBgn0086660	snoRNA
FBgn0267435	protein_coding
FBgn0036374	protein_coding
FBgn0033286	protein_coding
FBgn0039156	protein_coding
FBgn0265815	ncRNA
FBgn0035639	protein_coding
FBgn0038172	protein_coding
FBgn0052088	protein_coding
FBgn0032772	protein_coding
FBgn0032010	protein_coding
FBgn0066084	protein_coding
FBgn0035577	protein_coding
FBgn0044324	protein_coding
FBgn0033950	protein_coding
FBgn0012001	tRNA
FBgn0005640	protein_coding
FBgn0031609	protein_coding
FBgn0050419	protein_coding
FBgn0041191	protein_coding
FBgn0016976	protein_coding
FBgn0263601	protein_coding
FBgn0261786	protein_coding
FBgn0266525	protein_coding
FBgn0265167	ncRNA
FBgn0025712	protein_coding
FBgn0035021	protein_coding
FBgn0023091	protein_coding
FBgn0053147	protein_coding
FBgn0265821	ncRNA
FBgn0037478	protein_coding
FBgn0011227	protein_coding
FBgn0036796	protein_coding
FBgn0062517	protein_coding
FBgn0267216	ncRNA
FBgn0267230	ncRNA
FBgn0011286	protein_coding
FBgn0039856	protein_coding
FBgn0041623	protein_coding
FBgn0013755	protein_coding
FBgn0003210	protein_coding
FBgn0033763	protein_coding
FBgn0267003	ncRNA
FBgn0259795	protein_coding
FBgn0035047	protein_coding
FBgn0267037	ncRNA
FBgn0053860	protein_coding
FBgn0052600	protein_coding
FBgn0082995	snoRNA
FBgn0038504	protein_coding
FBgn0027929	protein_coding
FBgn0267280	pseudogene
FBgn0266200	ncRNA
FBgn0033864	protein_coding
FBgn0267024	ncRNA
FBgn0266757	protein_coding
FBgn0031579	protein_coding
FBgn0038959	protein_coding
FBgn0039802	protein_coding
FBgn0039747	protein_coding
FBgn0035508	protein_coding
FBgn0034784	protein_coding
FBgn0030858	protein_coding
FBgn0039626	protein_coding
FBgn0033710	protein_coding
FBgn0035495	protein_coding
FBgn0266433	protein_coding
FBgn0036314	protein_coding
FBgn0030668	protein_coding
FBgn0040725	protein_coding
FBgn0267256	ncRNA
FBgn0035578	protein_coding
FBgn0085489	protein_coding
FBgn0261292	protein_coding
FBgn0017566	protein_coding
FBgn0029647	protein_coding
FBgn0266674	protein_coding
FBgn0266693	ncRNA
FBgn0037468	protein_coding
FBgn0259742	protein_coding
FBgn0264264	ncRNA
FBgn0033366	protein_coding
FBgn0265723	ncRNA
FBgn0053340	protein_coding
FBgn0025637	protein_coding
FBgn0027108	protein_coding
FBgn0031440	protein_coding
FBgn0037573	protein_coding
FBgn0266326	ncRNA
FBgn0265612	ncRNA
FBgn0038579	protein_coding
FBgn0050414	protein_coding
FBgn0264347	ncRNA
FBgn0037622	protein_coding
FBgn0053739	ncRNA
FBgn0035736	protein_coding
FBgn0052580	protein_coding
FBgn0038425	protein_coding
FBgn0041245	protein_coding
FBgn0038130	protein_coding
FBgn0259721	protein_coding
FBgn0041239	protein_coding
FBgn0028987	protein_coding
FBgn0035407	protein_coding
FBgn0087040	protein_coding
FBgn0034622	protein_coding
FBgn0000008	protein_coding
FBgn0262565	pseudogene
FBgn0043884	protein_coding
FBgn0267440	ncRNA
FBgn0243514	protein_coding
FBgn0267506	rRNA
FBgn0002593	protein_coding
FBgn0039107	protein_coding
FBgn0012028	tRNA
FBgn0262422	pre_miRNA
FBgn0083045	snoRNA
FBgn0027074	protein_coding
FBgn0030334	protein_coding
FBgn0010504	protein_coding
FBgn0032478	protein_coding
FBgn0037455	protein_coding
FBgn0035101	protein_coding
FBgn0266431	protein_coding
FBgn0037200	protein_coding
FBgn0261931	protein_coding
FBgn0267117	ncRNA
FBgn0028424	protein_coding
FBgn0001226	protein_coding
FBgn0013279	protein_coding
FBgn0038983	protein_coding
FBgn0262125	protein_coding
FBgn0029877	protein_coding
FBgn0028474	protein_coding
FBgn0032305	protein_coding
FBgn0085471	protein_coding
FBgn0264790	ncRNA
FBgn0015591	protein_coding
FBgn0051615	pseudogene
FBgn0013725	protein_coding
FBgn0032949	protein_coding
FBgn0261849	protein_coding
FBgn0266329	ncRNA
FBgn0263316	protein_coding
FBgn0030926	protein_coding
FBgn0028579	protein_coding
FBgn0032428	protein_coding
FBgn0026409	protein_coding
FBgn0267220	ncRNA
FBgn0262891	protein_coding
FBgn0053459	protein_coding
FBgn0033341	protein_coding
FBgn0037046	protein_coding
FBgn0265444	ncRNA
FBgn0038286	protein_coding
FBgn0034551	protein_coding
FBgn0267723	ncRNA
FBgn0037213	protein_coding
FBgn0037888	protein_coding
FBgn0000520	protein_coding
FBgn0032362	protein_coding
FBgn0026268	protein_coding
FBgn0038414	protein_coding
FBgn0051326	protein_coding
FBgn0051889	tRNA
FBgn0033757	protein_coding
FBgn0263998	protein_coding
FBgn0028562	protein_coding
FBgn0264743	protein_coding
FBgn0031998	protein_coding
FBgn0050234	tRNA
FBgn0032492	protein_coding
FBgn0024365	protein_coding
FBgn0036035	protein_coding
FBgn0267274	ncRNA
FBgn0039650	protein_coding
FBgn0015544	protein_coding
FBgn0036173	protein_coding
FBgn0266910	ncRNA
FBgn0261089	protein_coding
FBgn0051708	protein_coding
FBgn0031778	ncRNA
FBgn0264266	ncRNA
FBgn0263399	protein_coding
FBgn0052102	protein_coding
FBgn0019661	ncRNA
FBgn0259843	ncRNA
FBgn0263505	ncRNA
FBgn0000615	protein_coding
FBgn0051226	protein_coding
FBgn0037577	protein_coding
FBgn0263469	snoRNA
FBgn0250837	protein_coding
FBgn0032888	protein_coding
FBgn0035402	protein_coding
FBgn0266829	ncRNA
FBgn0039704	protein_coding
FBgn0053732	ncRNA
FBgn0264446	ncRNA
FBgn0264878	ncRNA
FBgn0001168	protein_coding
FBgn0033691	protein_coding
FBgn0035416	protein_coding
FBgn0030654	protein_coding
FBgn0036609	protein_coding
FBgn0032163	protein_coding
FBgn0039577	protein_coding
FBgn0267260	ncRNA
FBgn0264793	ncRNA
FBgn0032313	protein_coding
FBgn0267757	ncRNA
FBgn0038361	protein_coding
FBgn0000527	protein_coding
FBgn0262428	pre_miRNA
FBgn0002573	protein_coding
FBgn0037773	protein_coding
FBgn0051639	protein_coding
FBgn0031375	protein_coding
FBgn0265925	ncRNA
FBgn0029105	protein_coding
FBgn0013983	protein_coding
FBgn0040268	protein_coding
FBgn0264719	ncRNA
FBgn0265787	ncRNA
FBgn0001257	protein_coding
FBgn0039768	protein_coding
FBgn0051065	protein_coding
FBgn0266809	ncRNA
FBgn0267978	protein_coding
FBgn0016059	protein_coding
FBgn0033469	protein_coding
FBgn0004511	protein_coding
FBgn0031500	protein_coding
FBgn0010340	protein_coding
FBgn0030195	protein_coding
FBgn0265931	ncRNA
FBgn0028526	protein_coding
FBgn0026616	protein_coding
FBgn0051183	protein_coding
FBgn0004556	protein_coding
FBgn0284444	protein_coding
FBgn0031720	protein_coding
FBgn0051465	protein_coding
FBgn0010113	protein_coding
FBgn0262790	protein_coding
FBgn0264338	ncRNA
FBgn0267330	protein_coding
FBgn0039151	protein_coding
FBgn0265729	ncRNA
FBgn0263997	protein_coding
FBgn0015300	protein_coding
FBgn0267511	pseudogene
FBgn0053922	protein_coding
FBgn0085218	protein_coding
FBgn0031861	protein_coding
FBgn0262683	protein_coding
FBgn0052137	protein_coding
FBgn0027654	protein_coding
FBgn0032824	protein_coding
FBgn0063375	snoRNA
FBgn0029974	protein_coding
FBgn0267607	ncRNA
FBgn0052633	protein_coding
FBgn0004784	protein_coding
FBgn0038225	protein_coding
FBgn0032125	protein_coding
FBgn0035797	protein_coding
FBgn0023507	protein_coding
FBgn0083979	protein_coding
FBgn0267141	ncRNA
FBgn0031287	protein_coding
FBgn0265418	ncRNA
FBgn0038300	protein_coding
FBgn0267458	ncRNA
FBgn0032637	protein_coding
FBgn0042146	protein_coding
FBgn0033043	protein_coding
FBgn0266940	pseudogene
FBgn0039858	protein_coding
FBgn0029580	protein_coding
FBgn0039368	protein_coding
FBgn0052857	protein_coding
FBgn0262200	pre_miRNA
FBgn0026876	protein_coding
FBgn0011966	tRNA
FBgn0004957	protein_coding
FBgn0033063	protein_coding
FBgn0013681	protein_coding
FBgn0039250	protein_coding
FBgn0050274	protein_coding
FBgn0028996	protein_coding
FBgn0033636	protein_coding
FBgn0020906	protein_coding
FBgn0053644	protein_coding
FBgn0267611	ncRNA
FBgn0000826	protein_coding
FBgn0032997	protein_coding
FBgn0052240	protein_coding
FBgn0261722	protein_coding
FBgn0265689	ncRNA
FBgn0284413	ncRNA
FBgn0265735	ncRNA
FBgn0003089	protein_coding
FBgn0266025	ncRNA
FBgn0033243	protein_coding
FBgn0051416	tRNA
FBgn0083981	protein_coding
FBgn0039238	protein_coding
FBgn0010173	protein_coding
FBgn0263746	pseudogene
FBgn0022764	protein_coding
FBgn0267642	ncRNA
FBgn0041111	protein_coding
FBgn0034429	protein_coding
FBgn0031972	protein_coding
FBgn0033692	protein_coding
FBgn0024973	protein_coding
FBgn0060296	protein_coding
FBgn0263102	protein_coding
FBgn0083983	protein_coding
FBgn0037680	protein_coding
FBgn0039003	protein_coding
FBgn0267666	ncRNA
FBgn0265672	ncRNA
FBgn0038860	protein_coding
FBgn0001325	protein_coding
FBgn0031968	protein_coding
FBgn0261641	protein_coding
FBgn0004107	protein_coding
FBgn0036950	protein_coding
FBgn0262375	pre_miRNA
FBgn0000316	protein_coding
FBgn0085353	protein_coding
FBgn0014930	protein_coding
FBgn0036512	protein_coding
FBgn0011787	protein_coding
FBgn0011869	tRNA
FBgn0035040	protein_coding
FBgn0085267	protein_coding
FBgn0031635	protein_coding
FBgn0267096	ncRNA
FBgn0001202	protein_coding
FBgn0264464	ncRNA
FBgn0033677	protein_coding
FBgn0037299	protein_coding
FBgn0038929	protein_coding
FBgn0051874	protein_coding
FBgn0031313	protein_coding
FBgn0032487	protein_coding
FBgn0262115	protein_coding
FBgn0000591	protein_coding
FBgn0039067	protein_coding
FBgn0267431	protein_coding
FBgn0263607	protein_coding
FBgn0085345	protein_coding
FBgn0029892	protein_coding
FBgn0265886	ncRNA
FBgn0037615	protein_coding
FBgn0261714	protein_coding
FBgn0041624	protein_coding
FBgn0020497	protein_coding
FBgn0035264	protein_coding
FBgn0051897	protein_coding
FBgn0039529	protein_coding
FBgn0086916	protein_coding
FBgn0016970	protein_coding
FBgn0033782	protein_coding
FBgn0039024	protein_coding
FBgn0024285	protein_coding
FBgn0039473	protein_coding
FBgn0053222	pseudogene
FBgn0034662	protein_coding
FBgn0035718	protein_coding
FBgn0033799	protein_coding
FBgn0030108	protein_coding
FBgn0035384	protein_coding
FBgn0053128	protein_coding
FBgn0020381	protein_coding
FBgn0063449	ncRNA
FBgn0266415	ncRNA
FBgn0003145	protein_coding
FBgn0027052	protein_coding
FBgn0036461	protein_coding
FBgn0053796	protein_coding
FBgn0051774	protein_coding
FBgn0051514	ncRNA
FBgn0035975	protein_coding
FBgn0038941	protein_coding
FBgn0261610	protein_coding
FBgn0082988	snoRNA
FBgn0262334	pre_miRNA
FBgn0262432	pre_miRNA
FBgn0002567	protein_coding
FBgn0020545	protein_coding
FBgn0086900	protein_coding
FBgn0033594	protein_coding
FBgn0030973	protein_coding
FBgn0266818	ncRNA
FBgn0035087	protein_coding
FBgn0261555	protein_coding
FBgn0026374	protein_coding
FBgn0028374	protein_coding
FBgn0051542	protein_coding
FBgn0035001	protein_coding
FBgn0020509	protein_coding
FBgn0008635	protein_coding
FBgn0264484	ncRNA
FBgn0051797	protein_coding
FBgn0034032	protein_coding
FBgn0263835	pseudogene
FBgn0051496	protein_coding
FBgn0031174	protein_coding
FBgn0027873	protein_coding
FBgn0037950	protein_coding
FBgn0003134	protein_coding
FBgn0038601	protein_coding
FBgn0039301	protein_coding
FBgn0026061	protein_coding
FBgn0037410	protein_coding
FBgn0035621	protein_coding
FBgn0027930	protein_coding
FBgn0265087	ncRNA
FBgn0085395	protein_coding
FBgn0031337	protein_coding
FBgn0263628	ncRNA
FBgn0051663	protein_coding
FBgn0085190	protein_coding
FBgn0266862	ncRNA
FBgn0263387	protein_coding
FBgn0035385	protein_coding
FBgn0267994	ncRNA
FBgn0032715	protein_coding
FBgn0267615	ncRNA
FBgn0039316	protein_coding
FBgn0085506	protein_coding
FBgn0031675	protein_coding
FBgn0260941	protein_coding
FBgn0037093	protein_coding
FBgn0261394	protein_coding
FBgn0000560	protein_coding
FBgn0030085	protein_coding
FBgn0032023	protein_coding
FBgn0038318	protein_coding
FBgn0004868	protein_coding
FBgn0033458	protein_coding
FBgn0261991	protein_coding
FBgn0038682	protein_coding
FBgn0027495	protein_coding
FBgn0034500	protein_coding
FBgn0030141	protein_coding
FBgn0020378	protein_coding
FBgn0085451	protein_coding
FBgn0052549	protein_coding
FBgn0050074	protein_coding
FBgn0040892	protein_coding
FBgn0002948	protein_coding
FBgn0265095	ncRNA
FBgn0034075	protein_coding
FBgn0034390	protein_coding
FBgn0050148	protein_coding
FBgn0053319	pseudogene
FBgn0259110	protein_coding
FBgn0261675	protein_coding
FBgn0262302	pre_miRNA
FBgn0053453	protein_coding
FBgn0029694	protein_coding
FBgn0083018	snoRNA
FBgn0030662	protein_coding
FBgn0035145	protein_coding
FBgn0259831	protein_coding
FBgn0038923	protein_coding
FBgn0267889	pseudogene
FBgn0262252	pre_miRNA
FBgn0039648	protein_coding
FBgn0084001	protein_coding
FBgn0036121	protein_coding
FBgn0028740	protein_coding
FBgn0261277	protein_coding
FBgn0266049	ncRNA
FBgn0267472	ncRNA
FBgn0023489	protein_coding
FBgn0036745	protein_coding
FBgn0265317	protein_coding
FBgn0266673	protein_coding
FBgn0265659	ncRNA
FBgn0030976	protein_coding
FBgn0010213	protein_coding
FBgn0266825	ncRNA
FBgn0040726	protein_coding
FBgn0266414	ncRNA
FBgn0262104	protein_coding
FBgn0264603	ncRNA
FBgn0035982	protein_coding
FBgn0013813	protein_coding
FBgn0260470	protein_coding
FBgn0030872	protein_coding
FBgn0036202	protein_coding
FBgn0266579	protein_coding
FBgn0262857	protein_coding
FBgn0029006	protein_coding
FBgn0031263	protein_coding
FBgn0051679	protein_coding
FBgn0053448	rRNA
FBgn0035199	protein_coding
FBgn0023521	protein_coding
FBgn0053244	protein_coding
FBgn0003270	protein_coding
FBgn0267235	ncRNA
FBgn0031310	protein_coding
FBgn0265681	ncRNA
FBgn0000662	protein_coding
FBgn0264374	ncRNA
FBgn0034866	protein_coding
FBgn0085223	protein_coding
FBgn0015781	protein_coding
FBgn0265198	ncRNA
FBgn0028974	protein_coding
FBgn0031318	protein_coding
FBgn0029857	protein_coding
FBgn0027568	protein_coding
FBgn0035480	protein_coding
FBgn0051702	protein_coding
FBgn0267231	ncRNA
FBgn0030508	protein_coding
FBgn0264848	protein_coding
FBgn0002579	protein_coding
FBgn0050089	protein_coding
FBgn0263995	protein_coding
FBgn0037178	protein_coding
FBgn0265913	ncRNA
FBgn0053403	rRNA
FBgn0035786	protein_coding
FBgn0053414	rRNA
FBgn0034804	protein_coding
FBgn0051007	protein_coding
FBgn0265467	ncRNA
FBgn0029568	protein_coding
FBgn0033475	protein_coding
FBgn0000577	protein_coding
FBgn0267571	ncRNA
FBgn0037276	protein_coding
FBgn0035232	protein_coding
FBgn0265827	ncRNA
FBgn0038438	protein_coding
FBgn0003862	protein_coding
FBgn0010441	protein_coding
FBgn0030963	protein_coding
FBgn0263219	protein_coding
FBgn0264302	protein_coding
FBgn0085433	protein_coding
FBgn0039656	protein_coding
FBgn0262689	ncRNA
FBgn0262988	protein_coding
FBgn0083945	protein_coding
FBgn0263031	protein_coding
FBgn0262983	protein_coding
FBgn0267234	ncRNA
FBgn0264869	ncRNA
FBgn0265714	protein_coding
FBgn0036868	protein_coding
FBgn0262739	protein_coding
FBgn0051099	protein_coding
FBgn0036298	protein_coding
FBgn0267305	ncRNA
FBgn0000228	protein_coding
FBgn0050161	protein_coding
FBgn0283658	protein_coding
FBgn0028945	protein_coding
FBgn0037182	protein_coding
FBgn0030429	protein_coding
FBgn0037908	protein_coding
FBgn0085491	protein_coding
FBgn0030087	protein_coding
FBgn0052594	protein_coding
FBgn0263023	protein_coding
FBgn0264746	protein_coding
FBgn0030537	protein_coding
FBgn0085229	protein_coding
FBgn0050187	protein_coding
FBgn0003922	snRNA
FBgn0030160	protein_coding
FBgn0267544	ncRNA
FBgn0265590	ncRNA
FBgn0036075	protein_coding
FBgn0034763	protein_coding
FBgn0028980	protein_coding
FBgn0031677	protein_coding
FBgn0267730	ncRNA
FBgn0267182	ncRNA
FBgn0034486	protein_coding
FBgn0034182	protein_coding
FBgn0266230	ncRNA
FBgn0038814	protein_coding
FBgn0261975	protein_coding
FBgn0034160	protein_coding
FBgn0033667	protein_coding
FBgn0031474	protein_coding
FBgn0004859	protein_coding
